ETC_20150317_000001	Kepa
ETC_20150717_013276	Attributes that you have already mastered can be found in the Attribute List in the Skill window.
ETC_20150717_013277	Attributes you have already mastered can be found at the bottom of the Skill window.
ETC_20150717_013278	Your character's game progress is recorded in the Diario de Aventuras. Press F4 to view it.
ETC_20150717_013279	You can complete the Adventure Index through Items, Monsters, Crafting, Map, and Game Progression.
ETC_20150717_013280	You can receive rewards from
ETC_20150717_013281	Wings of Vibora, Lena
ETC_20150717_013282	 in Klaipeda based on the character's Adventure Index.
ETC_20150717_013283	You can upgrade each ability by using Status Points.
ETC_20150717_013284	You can preview the effects from the screen below.
ETC_20150717_013285	Ascenso
ETC_20150717_013286	You can advance to another class when your Class Level has reached 15.
ETC_20150717_013287	After selecting another class to advance to, you will receive an Ascenso quest from the Class Master. Complete the quest to advance further.
ETC_20150717_013288	Once you begin the Ascenso quest, you cannot change your class until the next Ascenso.
ETC_20150717_013289	When you reach Rank 2, you can learn the attribute
ETC_20150717_013290	 from the Class Master.
ETC_20150717_013291	You can quickly swap weapons by pressing {img Alt 40 40}+ {img Z 40 40} if you've learned the Weapon Swap attribute
ETC_20150717_013292	Some classes may require you to learn Weapon Mastery before using special weapons.
ETC_20150717_013293	Revive dead characters by using Resurrection.
ETC_20150717_013294	A character will die when its PS reaches 0 and become
ETC_20150717_013295	. {nl}{nl}
ETC_20150717_013296	- you can select from different options to revive. {nl}{nl} - Respawn from nearest Revival Point : Revive in the starting location of the map. For dungeons, you will revive outside its entrance. {nl}{nl} Respawn here : Revive where the character died. Req
ETC_20150717_013297	The gems in your inventory will be dropped when you die inside a dungeon.
ETC_20150717_013298	You can earn achievements through character's activities and receive rewards.
ETC_20150717_013299	You can see your characer's achievements by pressing {img F1 40 40} to open the Character window, and going to the Achievements tab.
ETC_20150717_013300	You can receive rewards for each achievement you earn.
ETC_20150717_013301	Party Settings
ETC_20150717_013302	Press {img F6 40 40} to open the Party window.
ETC_20150717_013303	You can form a party by pressing the Create Party button. You must not currently be in a party to form a new one.
ETC_20150717_013304	You can set your play style and party members in Members tab.
ETC_20150717_013305	This information will be used when you use Search Party function.
ETC_20150717_013306	You can enjoy Party Events with other party members.
ETC_20150717_013307	In Settings, you can set the Party Name, Party Description, Item and EXP distribution rules, etc.
ETC_20150717_013308	You can check the list of public parties on the right.
ETC_20150717_013309	You can select the party you like to join from the list of Public Parties.
ETC_20150717_013310	You can check the monstruo's level, name, PS, etc in the Monster window.
ETC_20150717_013311	attacks are effective against
ETC_20150717_013312	type monstruos.
ETC_20150717_013313	attacks are effective against
ETC_20150717_013314	type monstruos.
ETC_20150717_013315	You can restore your PS/PM/Resistencia.
ETC_20150717_013316	[Modo Descanso] Press {img Insert 40 40} to rest.
ETC_20150717_013317	While in Modo Descanso, movement is limited but restoration speed increases. You can still do other activities.
ETC_20150717_013318	[Bonfire] Light a Bonfire during Modo Descanso to increase your restoration speed further.
ETC_20150717_013319	Use {img key1 40 40}~{img key9 40 40} to pick the location of the Bonfire. You need Firewood to light a Bonfire, which can be bought from a merchant PNJ.
ETC_20150717_013320	[Natural Recovery] :
ETC_20150717_013321	 status influences
ETC_20150717_013322	Recuperación de PS Speed
ETC_20150717_013323	, recovering PS in intervals.
ETC_20150717_013324	Restoring Naturally is very slow compared to other methods, but does not require any control or conditions.
ETC_20150717_013325	[Restore by Potion] Restore PS/PM/RES immediately using various potions.
ETC_20150717_013326	[Destruye Raíz Cristal del Árbol] Destruye the Raíz Cristal del Árbol to restore the Resistencia of all nearby characters.
ETC_20150717_013327	PvP is a team match under the name of Liga de Batalla en Equipo.
ETC_20150717_013328	You can join at certain times when you have a party of five members.
ETC_20150717_013329	You will transfer to the battle area when an opponent party is found.
ETC_20150717_013330	First to win 3 rounds win the Liga de Batalla en Equipo.
ETC_20150717_013331	You can check the recipe and the materials it requires in your inventory.
ETC_20150717_013332	Obtain recipes from monstruos, shops or from quests.
ETC_20150717_013333	While crafting, press {img Insert 40 40} to change to Modo Descanso.
ETC_20150717_013334	You need to have all the materials before crafting an item.
ETC_20150717_013335	If you have all the materials required, press
ETC_20150717_013336	button to begin crafting.
ETC_20150717_013337	You can add names or memos on crafted items.
ETC_20150717_013338	Shop System
ETC_20150717_013339	You can find Mercader PNJs in your travels.
ETC_20150717_013340	Use the trade window to trade items with PNJs.{nl}{nl}[Buy] : Select the items you want to buy with {img mouseclick_right 40 40}, then press
ETC_20150717_013341	Confirm
ETC_20150717_013342	 button to trade. {nl}To trade multiple items, use {img mouseclick_right 40 40} to set quantity. {nl}{nl}[Sell]: {img mouseclick_right 40 40} on the items you want to sell from your inventory, and set quantity, then press
ETC_20150717_013343	button to trade. {nl}Double {img mouseclick_right 40 40} to sell all of that item.
ETC_20150717_013344	Reset
ETC_20150717_013345	 button enables you to reset all items added for Buy and Sell.
ETC_20150717_013346	{img mouseclick_right 40 40} on the item from 'My Sold Items' below to buy back item delete it from the list.
ETC_20150717_013347	You require money and an anvil to enhance equipment.
ETC_20150717_013348	 can be purchased from the Mercader de Objetos or obtained from monstruos.
ETC_20150717_013349	Press {img mouseclick_right 40 40} on the anvil, then select an equipment item to open the Enhancement window. Select
ETC_20150717_013350	 and
ETC_20150717_013351	 will appear. Hit the
ETC_20150717_013352	 three times to enhance the item.
ETC_20150717_013353	When enhancing a weapon beyond +5, Potential will be consumed on failure and its effects will be reset. The item will be destroyed when Potential drops to zero.
ETC_20150717_013354	Enhancement penalties occur beyond +2 for armors, bracelets, and necklaces.
ETC_20150717_013355	You can't use an item with 0 durability.
ETC_20150717_013356	Repair items in the Repair window.{nl}Select an item, then click Repair to restore durability to 100%.
ETC_20150717_013357	A repair fee will be charged. Higher ranked items are usually more expensive to repair.
ETC_20150717_013358	Use Gems on your items for additional effects.
ETC_20150717_013359	Gems can be used for extra item effects and are obtained from dungeons.
ETC_20150717_013360	Gems can be upgraded through Gem Enhancement. Gem Abrasives or other gems are required.
ETC_20150717_013361	Insert gems into the item sockets to add additional effects.
ETC_20150717_013362	Some items may not have sockets.
ETC_20150717_013363	You can add Gem sockets at the Blacksmith PNJ.
ETC_20150717_013364	Adding sockets will require a fee and reduce the item's Potential by 1.
ETC_20150717_013365	Press {img mouseclick_right 40 40} on the Gem to see which items are compatible.
ETC_20150717_013366	Click on the item to insert the gem.
ETC_20150717_013367	Hover the cursor over an item to view its current Gems.
ETC_20150717_013368	You can remove inserted Gems by
ETC_20150717_013369	 through the Blacksmith PNJ.
ETC_20150717_013370	The Gem's level will be lowered by 1 when removed.
ETC_20150717_013371	Sub-weapons are equipped in the character's right hand.
ETC_20150717_013372	Press {img C 40 40} to use an equipped Sub-weapon.
ETC_20150717_013373	Your character will attack with the Sub-weapon.
ETC_20150717_013374	If the Sub-weapon has special properties, weapon effects will apply.
ETC_20150717_013375	Trading between Players
ETC_20150717_013376	You can trade your items with other players.
ETC_20150717_013377	[Trade] Press {img mouseclick_right 40 40} on the player you want to trade with and select Trade.
ETC_20150717_013378	Select an item to trade by pressing {img mouseclick_right 40 40} on the item in your inventory.
ETC_20150717_013379	Double-check the items on offer and press Accept and Confirm to complete the trade.
ETC_20150717_013380	[Market] The Market allows you to trade items with many other players.
ETC_20150717_013381	You can use the Market through the Market Manager.
ETC_20150717_013382	You can look at items offered by other players, and purchase items from the list.
ETC_20150717_013383	Items purchased are sent to the Item Cabinet.
ETC_20150717_013384	To sell items, you must register and list the items for sale.
ETC_20150717_013385	Press {img mouseclick_right 40 40} on the item you want to sell from your inventory, then set the selling price.
ETC_20150717_013386	is used to warp between Estatua de Diosas when activated.
ETC_20150717_013387	You must approach a Estatua de Diosa to activate it.
ETC_20150717_013388	You can use the active Estatua de Diosa to teleport to other areas with an active Estatua de Diosa.
ETC_20150717_013389	You can also use the Pergamino de Teletranporte to warp immediately.
ETC_20150717_013390	Pergaminos de Teletranporte can be bought from shops or obtained from quests.
ETC_20150717_013391	{img backspace 40 40}(Backspace) will also work as a{nl}
ETC_20150717_013392	can be obtained through various ways and
ETC_20150717_013393	[Klaipeda's Asociación Mágica] Henrika
ETC_20150717_013394	 PNJ activates the Colección.
ETC_20150717_013395	You can check the registered decks through
ETC_20150717_013396	 PNJ.
ETC_20150717_013397	Select the Colección to see the items needed to complete the colección.
ETC_20150717_013398	 will be enabled when you add the required items on the item slot.
ETC_20150717_013399	You can add the item to the colección by dragging the item from inventory to the item slot.
ETC_20150717_013400	Items added can be moved back to your inventory with {img mouseclick_right 40 40}.
ETC_20150717_013401	Removing items from a completed Colección will mark it as incomplete and remove its effect.
ETC_20150717_013402	Colección effects are enabled only when the Colección is completed.
ETC_20150717_013403	How to retrieve supply box
ETC_20150717_013404	Aside from adoption, you can also buy food for your companion or train them at the Companion Trader.
ETC_20150717_013405	You can adopt a companion if you have enough money.
ETC_20150717_013406	You can only bring one companion at a time.
ETC_20150717_013407	Companions receive EXP by helping the character in battle. {nl}{nl}Companions consume stamina when you bring them along. A companion's movement speed will decrease when there is no stamina.{nl}{nl}Click the switch button to change the companion's status to Modo Descanso.{nl}Click the switch again to activate your companion.
ETC_20150717_013408	You can train your companion to become stronger.
ETC_20150717_013409	Train your companion through the Companion Trader to increase its abilities. A training fee is required.
ETC_20150717_013410	You can recover a companion's stamina by feeding it food. Its PS will be recovered fully and stamina will be recovered partially.
ETC_20150717_013411	You can buy Companion Food from the Companion Trader.
ETC_20150717_013412	Monsters found in dungeons will attack characters on sight.
ETC_20150717_013413	Gather more players to form a party and face the challenge!
ETC_20150717_013414	will revive you in the dungeon entrance outside.
ETC_20150717_013415	Be careful when you delve into a dungeon!
ETC_20150717_013416	You can obtain gems by hunting in dungeons.
ETC_20150717_013417	Watch out! You can lose your gems upon death!
ETC_20150717_013418	Pray in front of a Estatua de Diosa to receive beneficial effects.
ETC_20150717_013419	is used to warp to other areas.
ETC_20150717_013420	gives Status Points.
ETC_20150717_013421	Community
ETC_20150717_013422	Socialization
ETC_20150717_013423	Use the Social Function to interact with other players.
ETC_20150717_013424	[Helper] You can leave your character to be used as a Helper when you log out. You need to be at least Rank 3 and iCoin is consumed.
ETC_20150717_013425	Other players may hire you as Helpers by paying TP.
ETC_20150717_013426	A Helper will follow the host character and assist in combat.
ETC_20150717_013427	[Friend] Press F7 to open the Friends window. Players can add each other to Friends List.
ETC_20150717_013428	Friends can see each other's online status and location.
ETC_20150717_013429	[Like] Press {img mouseclick_right 40 40} on another character and press
ETC_20150717_013430	to use the Like function.
ETC_20150717_013431	 between characters will increase their closeness level causing you to meet each other more often when matching parties.
ETC_20150717_013432	Add Magic Amulets on weapons and shields for additional effects.
ETC_20150717_013433	You can receive additional EXP when Exterminio is triggered.
ETC_20150717_013434	Magic Control Room
ETC_20150717_013435	Mercader de Objetos Emilia
ETC_20150717_013436	City Mercader de Objetos
ETC_20150717_013437	Item Merchant1
ETC_20150717_013438	Silhouette Crystal
ETC_20150717_013439	Fedimian Mercader de Objetos
ETC_20150717_013440	Grita Phoenix
ETC_20150717_013441	NPC_Fire Lord
ETC_20150717_013442	Empty NPC for Ciudad Petrificada
ETC_20150717_013443	NPC_Kepa_Temporal Use
ETC_20150717_013444	Hidden Trigger for Petrifying Frost
ETC_20150717_013445	Boss Hunting Mission
ETC_20150717_013446	Request Office Mission
ETC_20150717_013447	Talk to Fedimian Mercenary Post Receptionist Ramda at the Mercenary Post to request a mission.
ETC_20150717_013448	DoTimeAction:Buscando the parts:3:SITGROPE:None
ETC_20150717_013449	Property:1/PropertyAdd:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/Notice:NOTICE_Dm_GetItem:You've found the parts!:5/NPCDead
ETC_20150717_013450	Notice:NOTICE_Dm_!:You didn't find anything!:5/NPCDead
ETC_20150717_013451	DoTimeAction:Recolectando:3:SITGROPE:None
ETC_20150717_013452	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_020_ITEM_1:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/Notice:NOTICE_Dm_Clear:You've obtained Poisonous plants!:5
ETC_20150717_013453	NPCDead/Notice:NOTICE_Dm_!:You couldn't obtain anything!:5
ETC_20150717_013454	DoTimeAction:Colleting the petrification liquid  powders:5:GROPE:None
ETC_20150717_013455	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_050_ITEM_2:1/EffectNPC:Local:F_pc_making_finish_white:1:TOP/NPCDead/Notice:NOTICE_Dm_Clear:You've obtained the petrification liquid powders!:5
ETC_20150717_013456	NPCDead/Notice:NOTICE_Dm_!:You've failed to obtain the petrification liquid powders!:5
ETC_20150717_013457	Func:SCR_FLASH_58_PETRIFICATION_MON_PRECHCEK/DoTimeAction:Pulling out the monstruo's core:3:SITGROPE:None
ETC_20150717_013458	Property:1/PropertyAdd:1/GiveItem:FLASH_58_SQ_060_ITEM_1:1/EffectNPC:Local:FLASH_58_SQ_060_ITEM_1:1:TOP/NPCDead/Notice:NOTICE_Dm_Clear:Obtained the core!:5
ETC_20150717_013459	Notice:NOTICE_Dm_!:You haven't obtained anything:5
ETC_20150717_013460	Release the petrified victims at Vienti Fortress
ETC_20150717_013461	The Past of the Mina de Cristal [Alquimista - Ascenso]
ETC_20150717_013462	Pass the corridor by dispersing the monstruos
ETC_20150717_013463	Search through the corpses of the Royal Army guards and collect usable equipment
ETC_20150717_013464	Obtain diluting solution from the Mercader de Objetos in Fedimian
ETC_20150717_013465	Lure InfroGalas Mages using the food boxes to collect sticky resin
ETC_20150717_013466	Move to a safe place
ETC_20150717_013467	Check the first petrification device
ETC_20150717_013468	Check the second petrification device
ETC_20150717_013469	Check the third petrification device
ETC_20150717_013470	Check the fourth petrification device
ETC_20150717_013471	Obtain the parts de los monstruos or the soldiers
ETC_20150717_013472	Obtain poisonous plants
ETC_20150717_013473	Obtain petrification liquid powders
ETC_20150717_013474	Obtain the core from the petrified monstruos
ETC_20150717_013475	Throw the core to the terminal (1)
ETC_20150717_013476	Throw the core to the terminal (2)
ETC_20150717_013477	Throw the core to the terminal (3)
ETC_20150717_013478	Obtain the detonator de los monstruos
ETC_20150717_013479	Saknis Plains Hidden Event Requirements Session
ETC_20150717_013480	Gytis Settlement Area Hidden Event Requirements Session
ETC_20150717_013481	Sunset Flag Forest Hidden Event Session
ETC_20150717_013482	Zachariel Crossroads Hidden Event Requirements Session
ETC_20150717_013483	Vieta Valley Hidden Event Requirements Session
ETC_20150717_013484	Receta - Svitrigaila's Orb
ETC_20150717_013485	Receta - Austas
ETC_20150717_013486	Receta - Kindzal
ETC_20150717_013487	Receta - Naktis
ETC_20150717_013488	Receta - Grynas Rod
ETC_20150717_013489	Receta - Temere
ETC_20150717_013490	Receta - Black Staff
ETC_20150717_013491	Receta - Accuracy Crossbow
ETC_20150717_013492	Receta - Veteran Crossbow
ETC_20150717_013493	Receta - Handgun
ETC_20150717_013494	Veteran
ETC_20150717_013495	Expert
ETC_20150717_013496	Challenger
ETC_20150717_013497	Champion
ETC_20150717_013498	FAQ : Enhancement{nl}1) Weapons and armors can be enhanced using the anvil item. {nl}2) You can buy anvils from the Mercader de Objetos in any town. {nl}3) Plata is required for enhancing items.{nl}4) The enhancement of weapons and armor have a 100% success rate till +5 and +3 respectively. The chance of failure after the next enhancement will increase.{nl} If an enhancement fails, your enhancement level will reset and the Potential of your item decreases.
ETC_20150717_013499	Card Battle Tip
ETC_20150717_013500	in the chat menu
ETC_20150717_013501	You can start a Card Battle with another player.
ETC_20150717_013502	/Party Invite
ETC_20150717_013503	/Add Friend
ETC_20150717_013504	/Block
ETC_20150717_013505	Your name cannot exceed 16 characters {nl}including blank spaces.
ETC_20150717_013506	Disconnected from the server.{nl}
ETC_20150717_013507	Moving to login mode after 3 segundos.
ETC_20150717_013508	Cannot connect to the server.
ETC_20150717_013509	Your ID exceeds the maximum length allowed.
ETC_20150717_013510	Your username or password is incorrect. {nl}Please note that passwords are case sensitive.
ETC_20150717_013511	Server shutdown is incomplete, or you are already logged in.{nl}Server shutdown may take up to 3 minutos.
ETC_20150717_013512	Wrong verification code.
ETC_20150717_013513	This name already exists. {nl}Please enter a different name.
ETC_20150717_013514	You cannot create this character.
ETC_20150717_013515	You cannot delete this character.
ETC_20150717_013516	This character does not exist.
ETC_20150717_013517	You disconnected from the server{nl}due to a verification failure.
ETC_20150717_013518	Your password is incorrect.
ETC_20150717_013519	You have reached the maximum amount of characters.{nl}To create a new character, you must first delete an existing character.
ETC_20150717_013520	Please enter your account password.
ETC_20150717_013521	Entering the world...
ETC_20150717_013522	Do you want to learn this attribute?
ETC_20150717_013523	Conectando al Servidor...
ETC_20150717_013524	{gr gradation2}{s19}{ol}{b}{#ffcc00}Right-click: Sell / Buy Button{/}{/}{nl}Press and hold the Shift button + right-click{nl}to sell multiple quantities of an item.{nl}Double-click to sell all.
ETC_20150717_013525	You will be moved to another channel{nl}due to this one being too full.
ETC_20150717_013526	When enhancing armor, bracelets or necklaces past +{Auto_1}, if it fails, the Potential of that item will decrease by 1.{nl} {nl}When the Potential falls below 0, the item will be destroyed. Do you want to continue?
ETC_20150717_013527	When enhancing weapons past +{Auto_1}, if it fails, the Potential of that item will decrease by 1.{nl} {nl}When the Potential falls below 0, the item will be destroyed. Do you want to continue?
ETC_20150717_013528	Will be entered automatically after 5 secs
ETC_20150717_013529	Saliendo the dungeon will fail in awakening.{nl}Do you want to proceed?
ETC_20150717_013530	You've obtained silver
ETC_20150717_013531	You do not have the required class to use this companion.
ETC_20150717_013532	You do not have the required attribute to mount this companion.
ETC_20150717_013533	{ThemeName} ({Count} characters)
ETC_20150717_013534	Like +1
ETC_20150717_013535	{Name} likes {Who}!
ETC_20150717_013536	{@st41b}Retrieved Item
ETC_20150717_013537	Use
ETC_20150717_013538	After smelling the food, an Infrogalas Mage rushed in
ETC_20150717_013539	Lured Infrogalas Mage
ETC_20150717_013540	You've obtained the sticky resin!
ETC_20150717_013541	Looking at the detector
ETC_20150717_013542	Detector is not working!
ETC_20150717_013543	Detector is working well
ETC_20150717_013544	You've been afflicted by the faint Petrifying Frost!{nl}Try again!
ETC_20150717_013545	You are moving as if you are being pulled!
ETC_20150717_013546	You can't get near due to the malfunctioning of the terminal!
ETC_20150717_013547	It is not the monstruo with the detonator!
ETC_20150717_013548	The Petrifying Frost is coming! Quick, avoid it!
ETC_20150717_013549	The lamp is shining bright{nl}
ETC_20150717_013550	min remaining
ETC_20150717_013551	You don't have enough old oil pockets
ETC_20150717_013552	This Evil Energy Purifier is already activated
ETC_20150717_013553	Released the Seal of Guidance and summoned Guardian!
ETC_20150717_013554	Released the Seal of Protection and Terra Imps are charging in!
ETC_20150717_013555	Released the Seal of Blessing and the monstruos in residence are weakening.
ETC_20150717_013556	You've found the documents about magic generating stones
ETC_20150717_013557	Resetting with Valius' magic
ETC_20150717_013558	You don't have enough crystal pieces
ETC_20150717_013559	The poison in this spring is not enough
ETC_20150717_013560	Let's take a rest for a while
ETC_20150717_013561	An old book is there
ETC_20150717_013562	Explosive
ETC_20150717_013563	Removing the explosive
ETC_20150717_013564	You've found a Dud Bomb!{nl}Talk with the Zapador Master to know more about this explosive
ETC_20150717_013565	You've found a Dud Bomb!{nl}Use the Tool Box to remove the Dud Bomb
ETC_20150717_013566	You've removed the Dud Bomb!
ETC_20150717_013567	Using the tool box
ETC_20150717_013568	You've set the explosive
ETC_20150717_013569	You couldn't protect Amanda
ETC_20150717_013570	You've sacrificed the item as an offering
ETC_20150717_013571	The item is not in the inventory
ETC_20150717_013572	You've received the blessing from the suspicious crystal
ETC_20150717_013573	Put the Big Griba Bamboo Hat.
ETC_20150717_013574	Put the Big Siaulioveja Sinew.
ETC_20150717_013575	Put the Siaulioveja Mask.
ETC_20150717_013576	Put the Zolem Core.
ETC_20150717_013577	Put the Hook.
ETC_20150717_013578	Put the Gravegolem Core.
ETC_20150717_013579	Just go.
ETC_20150717_013580	Put the wing of Dandell
ETC_20150717_013581	Put the shells Kepos
ETC_20150717_013582	Put the stems of Ashrongs
ETC_20150717_013583	Put the shells of old Kepas
ETC_20150717_013584	Put the leaves of Krumabos
ETC_20150717_013585	Put the bells of Ellums
ETC_20150717_013586	The monstruos nearby are rushing in!
ETC_20150717_013587	You've obtained the blessing from the suspicious tombstone
ETC_20150717_013588	Suspicious Cristal Pole
ETC_20150717_013589	You've received the blessing from the suspicious stone pole
ETC_20150717_013590	All Equipment
ETC_20150717_013591	This game is rated ESRB Teen.
ETC_20150717_013592	There is no empty slot
ETC_20150717_013593	When you are mounted on a companion, card duels are not possible.
ETC_20150717_013594	Mouse Mode may not be feasible{nl}for Espadachín and Clérigo-type classes.
ETC_20150717_013595	Item distribution has been changed to {Change}.
ETC_20150717_013596	EXP distribution has been changed to {Change}.
ETC_20150717_013597	Quest Sharing has been changed to {Change}.
ETC_20150717_013598	You've sent an invitation message.
ETC_20150717_013599	There is an instant shop registered {nl}Register instant shop through the Mercader de Objetos.
ETC_20150717_013600	You have lit the bonfire!
ETC_20150717_013601	It is already on fire!
ETC_20150717_013602	[Mercader de Objetos]{nl}     Anna
ETC_20150717_013603	[Mercader de Objetos]{nl}           Mirina
ETC_20150717_013604	Spell Control Círculo Mágico
ETC_20150717_013605	The guard that fell behind
ETC_20150717_013606	The corpse of the Royal Army Guard
ETC_20150717_013607	There is no regeneration of monstruos
ETC_20150717_013608	Inner Enceinte District
ETC_20150717_013609	Petrified Monster
ETC_20150717_013610	Suspicious Crystal
ETC_20150717_013611	Suspicious Sculpture
ETC_20150717_013612	This game is rated ESRB Teen.
ETC_20150717_013613	{How} Plata obtained.
ETC_20150717_013614	{@st59}Increase in Max PM, PM Recovery and Block Penetration{/}
ETC_20150717_013615	{@st59}Increases Magic Attack{/}
ETC_20150729_013616	Colimen
ETC_20150729_013617	Mine Trap
ETC_20150729_013618	Basic Trap
ETC_20150729_013619	Wendigo SeArquero
ETC_20150729_013620	Earth Colimen
ETC_20150729_013621	Giant Bat
ETC_20150729_013622	Blue Gravegolem
ETC_20150729_013623	Liga de Batalla en Equipo Tournament
ETC_20150729_013624	Batallas por Equipo
ETC_20150729_013625	This way!
ETC_20150729_013626	Let's go!!
ETC_20150729_013627	Something is wrong with the holy relics!
ETC_20150729_013628	Derrota Abominación!
ETC_20150729_013629	Diosa Zemyna, the Diosa of Earth..
ETC_20150729_013630	The delegates were sieged by the Werewolf{nl}Derrota the Werewolf!
ETC_20150729_013631	Special Scent
ETC_20150729_013632	The Jewel of Prominence is unstable.
ETC_20150729_013633	Barrier Effect : FUE
ETC_20150729_013634	Receiving increased FUE from the activated barrier.
ETC_20150729_013635	Barrier Effect : CON
ETC_20150729_013636	Receiving increased CON from the activated barrier.
ETC_20150729_013637	Barrier Effect : INT
ETC_20150729_013638	Receiving increased INT from the activated barrier.
ETC_20150729_013639	Barrier Effect : DES
ETC_20150729_013640	Receiving increased DES from the activated barrier.
ETC_20150729_013641	Using Spirits
ETC_20150729_013642	You feel exhausted and keep losing Resistencia.
ETC_20150729_013643	Santuario's Blessing - Increased Attack
ETC_20150729_013644	Increases your attack due to the santuario's blessing.
ETC_20150729_013645	A strong protective shield is blocking all attacks.
ETC_20150729_013646	Divine Power bestowed on Unknown Ruins
ETC_20150729_013647	Imposes divine punishment on all evil beings beings near the ruins.
ETC_20150729_013648	Divine Dower bestowed on Unknown Pillars
ETC_20150729_013649	Slightly increases your attack and defense due to the divine blessing.
ETC_20150729_013650	Divine power bestowed on Unknown Crystal
ETC_20150729_013651	Imposes divine punishment on all surrounding evil beings.
ETC_20150729_013652	Divine power bestowed on Unknown Stone Pillar
ETC_20150729_013653	Slightly increases your defense and recovery rate due to the divine blessing.
ETC_20150729_013654	Divine Power bestowed on Unknown Tombstone
ETC_20150729_013655	All injuries are healing due to the energy of purification.
ETC_20150729_013656	Your morale and bravery is boosting due to the divine blessing.
ETC_20150729_013657	You are feeling sturdy due to the divine blessing.
ETC_20150729_013658	Corpse
ETC_20150729_013659	Fallen corpse.
ETC_20150729_013660	Hanging on companion
ETC_20150729_013661	EXP Jackpot
ETC_20150729_013662	Increased evasion.
ETC_20150729_013663	Explosion
ETC_20150729_013664	Explodes upon death.
ETC_20150729_013665	Resistance
ETC_20150729_013666	Damage Weapon
ETC_20150729_013667	Potential decrease when using physical attack
ETC_20150729_013668	Arrow Resistance
ETC_20150729_013669	Increased resistance against arrow attacks.
ETC_20150729_013670	Property Resistance
ETC_20150729_013671	Magic resistance increase based on property
ETC_20150729_013672	Level Up
ETC_20150729_013673	Mutant type monstruos level up instead of sleeping when casted with sleep type debuff.
ETC_20150729_013674	Quick Recovery
ETC_20150729_013675	Increase recovery
ETC_20150729_013676	 are used to move your character around.
ETC_20150729_013677	 are used for character movement. {nl} {img arrowkey_up 40 40} {img arrowkey_down 40 40} {img arrowkey_left 40 40} {img arrowkey_right 40 40}
ETC_20150729_013678	Controller : Press {img move_all 40 40} or {img stic_L 40 40} to move.
ETC_20150729_013679	Mouse : {img mouseclick_left 40 40} on the area where you want to move the character.
ETC_20150729_013680	When using the mouse, you can also move using the {img W 40 40}, {img A 40 40}, {img S 40 40}, {img D 40 40} keys
ETC_20150729_013681	For Espadachín types, double tap a directional key to 'Dash'.
ETC_20150729_013682	To view this help list again, press {img F10 40 40}
ETC_20150729_013683	Use Jump to cross over obstacles or up higher places.
ETC_20150729_013684	Press {img X 40 40} to jump.
ETC_20150729_013685	Controller : Press {img a_on_button 40 40} to jump.
ETC_20150729_013686	Mouse : Press {img space 40 40} to jump.
ETC_20150729_013687	Press {img Z 40 40} for a basic attack.
ETC_20150729_013688	Mouse : Press {img Z 40 40} or {img mouseclick_left 40 40} on an enemy to attack.{nl}{nl}Controller : Press {img x_on_button 40 40} to attack.
ETC_20150729_013689	Press {img ctrl 40 40} to lock a target.
ETC_20150729_013690	Press {img Alt 40 40} to immediately stop movement of your character.
ETC_20150729_013691	Press {img space 40 40} to face your target.
ETC_20150729_013692	Use the map to check your current location and other important areas.
ETC_20150729_013693	Press {img M 40 40} to view the map of your current area.
ETC_20150729_013694	{nl} {nl}The minimap icon displays information and PNJ locations of the current map you are in.{nl} {nl}{img minimap_leader 25 25} indicates your current location. {nl}{img minimap_1_MAIN 25 25} indicates a targeted quest in progress. {nl}{img minimap_0 25 25} indicates the location of important PNJs. {nl}{img minimap_goddess 25 25} indicates the Estatua de Diosa for Warping. {nl}{img minimap_board 25 25} indicates the Tablón de Anuncios containing various information. {nl}{img minimap_portal 25 25} indicates the path to move to other areas.{nl} {nl}
ETC_20150729_013695	Press {img N 40 40} to open the World Map.
ETC_20150729_013696	Only the areas you have already discovered will be activated. Undiscovered areas are not shown on the World Map.
ETC_20150729_013697	Hover your mouse over the discovered {nl} area to see the map in detail.
ETC_20150729_013698	Use Status Points obtained through leveling up to upgrade your character's abilities.
ETC_20150729_013699	Press {img F1 40 40} to open the Character Información window to view info about your character.
ETC_20150729_013700	Use FUE/CON/INT/SPR/DES to make your character stronger. {nl} {nl} FUE : Increase in Physical Attack and Critical Attack {nl} {nl} CON : Increase in max PS, Recuperación de PS, Block, Critical Resistance and Max Inventory Weight {nl} {nl} INT : Increase in Magic Attack{nl}{nl} SPR : Increase in Max PM and PM Recovery, Defensa Mágica and Block Penetration {nl} {nl} DES : Increase in Accuracy, Evasión and Critical Chance {nl}
ETC_20150729_013701	You can preview the effects on the screen below.
ETC_20150729_013702	You can manage the skills of your character through the Skill window.
ETC_20150729_013703	Press {img F3 40 40} to open the Skill window.
ETC_20150729_013704	Click the {img skillup 40 40} button to increase a skill level.
ETC_20150729_013705	Make your character even stronger by learning attributes from the Master PNJs of each class.
ETC_20150729_013706	You can learn attributes from a Master PNJ.
ETC_20150729_013707	Plata is required to learn attributes. {nl}Also, some attributes require time to learn.
ETC_20150729_013708	You can use an attribute after you've learned it, {nl}and you cannot learn another attribute while you are studying one.
