ITEM_20150317_000001	Empty_helmet
ITEM_20150317_000699	Spontoon Grandioso
ITEM_20150317_000700	Recomendado cuando se desea poder más ofensivo que lo que tus habilidades de lanza pueden producir.
ITEM_20150317_000701	Lanza Zega
ITEM_20150317_000702	Desde el Gran Cataclismo Silvano, muchas recetas se encontraron a través del uso de ingredientes alternativos de los monstruos.
ITEM_20150317_000703	Lanza Harl
ITEM_20150317_000704	Esta lanza está ligada con un hechizo que aumenta la agilidad del usuario.
ITEM_20150317_000705	Esta lanza mágica ayudará al usuario a golpear a su objetivo.
ITEM_20150317_000706	Lanza Imperni
ITEM_20150317_000707	Una gran elección si quieres una lanza personalizada, a través del precio se refleja la calidad del arma.
ITEM_20150317_000708	Lanza de Fedimian
ITEM_20150317_000709	Una orden imperial emitida hace mucho prohíbe el comercio de esta lanza fuera del territorio Fedimian.
ITEM_20150317_000710	Lanza Dratt
ITEM_20150317_000711	Lanza Aston
ITEM_20150317_000712	Lanza Devi
ITEM_20150317_000713	Lanza Prima
ITEM_20150317_000714	Lanza de Plata
ITEM_20150317_000715	Muestra un gran poder contra los demonios, pero esto es debido mayormente a sus propiedades alquímicas y mágicas mas que a sus atributos divinos.
ITEM_20150317_000716	Lanza Geras
ITEM_20150317_000717	Se especula que el poder de esta lanza mágica pertenece a un espíritu.
ITEM_20150317_000718	Lanza de la Perdición
ITEM_20150317_000719	Una poderosa lanza ideada para perforar a través de la armadura del objetivo.
ITEM_20150317_000720	Firnas
ITEM_20150317_000721	El origen de su receta no es de importancia. Su eficacia contra el más desenfrenado de los monstruos es lo que importa.
ITEM_20150317_000722	Adatag
ITEM_20150317_000723	A primera vista puede parecer como un arma peligrosa de manejar, pero una vez que la pruebes por ti mismo, veras que es bastante segura.
ITEM_20150317_000724	Aguijón
ITEM_20150317_000725	Hay muchas maneras de luchar en una batalla utilizando una lanza, tales como: cortar, lanzar, y golpear. Lo que realmente diferencia esta lanza de otra lanza normal, sin embargo, es su capacidad de perforación.
ITEM_20150317_000726	Brandish
ITEM_20150317_000727	Los usuarios que les gusta usar esta lanza con frecuencia dicen lo siguiente: 
ITEM_20150317_000728	Esta es una lanza de una mano como ninguna otra.
ITEM_20150317_000729	Pica
ITEM_20150317_000730	Lanza de 2 manos [Penetración]
ITEM_20150317_000731	A medida que la caballería se borró de la historia del reino, este se convirtió en la pica más barata y accesible.
ITEM_20150317_000732	Partisan
ITEM_20150317_000733	Originalmente popular en los territorios remotos del reino, la lanza ha sido ampliamente producida después de la Guerra Civil.
ITEM_20150317_000734	Tridente
ITEM_20150317_000735	 - Da 3 golpes consecutivos contra objetivos Tipo Grande
ITEM_20150317_000736	Si eres capaz de dominar las maniobras con las tres hojas, se pueden realizar una serie de ataques continuos rapidos.
ITEM_20150317_000737	Partisan Real
ITEM_20150317_000738	Cuando el diseño de la Partisan ganó popularidad entre los nobles, comenzarón a hacer diferentes variaciones de la misma.
ITEM_20150317_000739	Pica Cono
ITEM_20150317_000740	A pesar de que la caballería se ha desvanecido del ejército moderno, todavía se están utilizando activamente sus armas.
ITEM_20150317_000741	Pica de Fedimian
ITEM_20150317_000742	La autoridad municipal de Fedimian tiene los derechos para elaborar esta arma según un decreto dictado hace mucho.
ITEM_20150317_000743	Pica de Dunkel
ITEM_20150317_000744	Tridente Real
ITEM_20150317_000745	Tenedor de Batalla
ITEM_20150317_000746	Tenedor Real de Batalla
ITEM_20150317_000747	Pica Medina
ITEM_20150317_000748	A veces la combinación de diferentes campos conduce a buenos resultados. La experiencia del Maestre Flechero ha ayudado a crear una buena lanza.
ITEM_20150317_000749	Partisan Libre
ITEM_20150317_000750	Recomendada para los usuarios que les gusta esquivar a los enemigos y golpear con ataques rápidos y ágiles.
ITEM_20150317_000751	Pica Química
ITEM_20150317_000752	Las armas alquímicamente elaboradas están siendo re-evaluadas y están en tendencia con el resurgimiento de los monstruos.
ITEM_20150317_000753	Entra Partisan
ITEM_20150317_000754	El efecto insecticida de esta arma es excelente.
ITEM_20150317_000755	Tridente Galin
ITEM_20150317_000756	Cada ataque con esta arma se siente como tres golpes. No hay necesidad de describir más.
ITEM_20150317_000757	Pica Imperni
ITEM_20150317_000758	La búsqueda de su propia individualidad y la moda siempre implicará un coste considerable.
ITEM_20150317_000759	Pica Cono Larga
ITEM_20150317_000760	Recomendada si estás luchando contra grandes enemigos.
ITEM_20150317_000761	Pica Grandiosa
ITEM_20150317_000762	A pesar de su edad, funciona admirablemente. Aunque es no se sabe si puede soportar otro refuerzo.
ITEM_20150317_000763	Pica Devi
ITEM_20150317_000764	Pica Prima
ITEM_20150317_000765	Traxia
ITEM_20150317_000766	Esta arma funciona bien contra los monstruos que no eran originalmente enemigos de la humanidad.
ITEM_20150317_000767	Espinas de Biteregina
ITEM_20150317_000768	'Reina-como la dignidad, la agilidad, y una actitud valiente hacia oponentes fuertes,' son las virtudes que esta arma acumula de sus usuarios.
ITEM_20150317_000769	Lydeka
ITEM_20150317_000770	A pesar de que su reputación es cuestionable, nadie niega el hecho de que Ryklys era un gran guerrero. Esta lanza creada por él durante la guerra civil es una gran arma que permite la personalización diversa.
ITEM_20150317_000771	Pica Llameante
ITEM_20150317_000772	Aunque es lamentable que el inventor nunca pensó en la infusión de las bendiciones de la diosa Gabija, el usuario debe ser capaz de soportar un poco de calor para dar a sus enemigos una muestra de esta lanza de llamas ardientes.
ITEM_20150317_000773	Triton
ITEM_20150317_000774	Las armas creadas por la alquimia son defectuosas en algún momento, pero esta arma es diferente. Cuando lucha contra grandes monstruos, esta lanza golpea tres veces más fuerte.
ITEM_20150317_000775	Varita de Madera
ITEM_20150317_000776	Varita [Golpe]
ITEM_20150317_000777	La esencia de la creación de varitas es descubrir las propiedades mágicas ocultas en objetos ordinarios.
ITEM_20150317_000778	Varita de Roble
ITEM_20150317_000779	Los artesanos dicen que se ha vuelto más fácil encantar las varitas de madera con atributos desde el Gran Cataclismo Silvano.
ITEM_20150317_000780	Varita Rokas
ITEM_20150317_000781	Esta varita tiene el nombre de su lugar de origen, la Meseta del Rey.
ITEM_20150317_000782	Varita de hueso
ITEM_20150317_000783	Está elaborado a partir de un hueso, pero no está relacionado con la esencia de ese hueso.
ITEM_20150317_000784	Varita de Chamán
ITEM_20150317_000785	Aunque a menudo mal entendido y temido, el período de tiempo conocido como "noche" es simplemente uno de los ciclos básicos de la naturaleza. Esta varita es lo mismo.
ITEM_20150317_000786	Varita Altaria
ITEM_20150317_000787	Esta varita es la creación de un Maestre Bokor anónimo que vivió durante el mismo período que Agailla Flurry.
ITEM_20150317_000788	Varita Antigua
ITEM_20150317_000789	La historia de la varita precede desde hace mucho a la de las espadas. Desde esos tiempos antiguos, la potencia contenida en varitas han ido aumentando de manera constante.
ITEM_20150317_000790	Varita Zouo
ITEM_20150317_000791	Hay disputas sobre si esta varita fue o no fue creada originalmente en el reino de los demonios.
ITEM_20150317_000792	Varita Oscura
ITEM_20150317_000793	Ser capaz de utilizar esta varita significa que el usuario se sometió a un entrenamiento psíquico poderoso o es fuerte innatamente.
ITEM_20150317_000794	Varita Química
ITEM_20150317_000795	La mayoría del equipo hecho a mano con Alquímia sufren de baja durabilidad, pero en el caso de esta arma no importa.
ITEM_20150317_000796	Varita Grim
ITEM_20150317_000797	Los Nigromantes fueron los primeros en concebir esta varita, pero ahora es utilizada por muchas profesiones diferentes.
ITEM_20150317_000798	Varita Calavera
ITEM_20150317_000799	Una teoría sugiere que hay más poder que se puede sacar de esta varita dependiendo de las habilidades de los muertos que se usen para crearla.
ITEM_20150317_000800	Varita Chamán Didel
ITEM_20150317_000801	Los efectos pueden parecer los mismos, pero el uso de la varita difiere entre clases dependiendo de la fuerza de cada alma.
ITEM_20150317_000802	Varita Imperni
ITEM_20150317_000803	Las órdenes emitidas por los Maestres anteriores para la búsqueda y detención del culpable que filtró esta receta a los comerciantes han sido anuladas esencialmente en los últimos tiempos.
ITEM_20150317_000804	Varita Fatiman
ITEM_20150317_000805	Ten cuidado de no ser hipnotizado por los fantasmas cuando estes reuniendo materiales para esta varita.
ITEM_20150317_000806	Varita Lampa
ITEM_20150317_000807	Algunas personas llaman a esto el 'guano de la varita'. Es bastante difícil argumentar en contra de ese título.
ITEM_20150317_000808	Varita Vestia
ITEM_20150317_000809	Este equipo se utilizaba para ser repartido solamente a bokors o nigromantes que se unieron al ejército. Ahora también es utilizado por personas no relacionadas con el ejército.
ITEM_20150317_000810	Serpiente
ITEM_20150317_000811	Los usuarios de esta varita deben ser capaces de controlar su propia oscuridad interior.
ITEM_20150317_000812	Levereuse
ITEM_20150317_000813	Las personas con la mente fuerte y auto realización pueden utilizar Levereuse en todo su potencial durante la batalla.
ITEM_20150317_000814	Kyrnus
ITEM_20150317_000815	Antes de el Gran Cataclismo Silvano, no había nadie que usara esta arma, ya que utiliza poderes demoníacos. Sin embargo, con la desaparición de las diosas, la gente desesperada la han comenzado a utilizar.
ITEM_20150317_000816	Cuchillo
ITEM_20150317_000817	Arma Secundaria
ITEM_20150317_000818	Un pequeño cuchillo utilizado para diversos fines, tales como la batalla, cocinar, o para acampar.
ITEM_20150317_000819	Daga Puñal
ITEM_20150317_000820	Más fuerte que los cuchillos normales. Algunos lo utilizan para lanzarlo. 
ITEM_20150317_000821	Main Gauche
ITEM_20150317_000822	Se utiliza como un arma de apoyo, pero se puede usar para defenderse o desviar los ataques enemigos.
ITEM_20150317_000823	Una daga corta con doble hoja. Es una forma evolucionada de la cuchilla herramienta usada por los Highlanders con una cuchilla alargada.
ITEM_20150317_000824	Una daga hecha para ser utilizado fácilmente con la mano izquierda. Diseñada con el fin de bloquear la espada de un oponente mediante el uso de la habilidad de la Guardia. La empuñadura se refleja de forma que encaje bien en la mano izquierda.
ITEM_20150317_000825	Chura
ITEM_20150317_000826	De un solo filo, daga de punta afilada. Un diseño especializado para apuñalar.
ITEM_20150317_000827	Pescas
ITEM_20150317_000828	Daga de un solo borde extramadamente afilado, con punta larga y fina. Tiene cuerpo en forma de una "S" con una empuñadura pesada, delicadamente decorada.
ITEM_20150317_000829	Bastón Deficiente de Madera
ITEM_20150317_000830	Bastón [Golpe]
ITEM_20150317_000831	Se considera más como una ayuda de viaje temporal que un arma.
ITEM_20150317_000832	Bastón Deficiente de Roble
ITEM_20150317_000833	Alternativa a la vara de madera cuando un mago está preparandose para ir a un viaje.
ITEM_20150317_000834	Bastón 
ITEM_20150317_000835	Los magos veteranos pueden defenderse de los enemigos debiles con este bastón, sin usar magia.
ITEM_20150317_000836	Bastón Ju
ITEM_20150317_000837	Un bastón ampliamente disfrutado por los magos del pasado, pero por ninguna razón particular.
ITEM_20150317_000838	Bastón Ubuko
ITEM_20150317_000839	Este bastón muestra la diversidad de preferencia entre los magos.
ITEM_20150317_000840	Bastón Stag
ITEM_20150317_000841	Las decoraciones de este bastón se han creado magicamente.
ITEM_20150317_000842	Bastón Geometrico
ITEM_20150317_000843	Este bastón se creo traduciendo los conceptos magicos en conceptos matemáticos.
ITEM_20150317_000844	Bastón Demoniaco
ITEM_20150317_000845	Un grupo de magos creían que podían doblegar el poder de los demonios a su voluntad y tuvieron algo de éxito, como se ha visto con este bastón.
ITEM_20150317_000846	Bastón de la Tempestad
ITEM_20150317_000847	Elaborado a partir de una receta pasada entre generaciones. Algunos magos creen que este bastón aun posee algunos poderes sin descubrir.
ITEM_20150317_000848	Bastón de Madera
ITEM_20150317_000849	Bastón Pesado de Madera
ITEM_20150317_000850	Bastón de Roble
ITEM_20150317_000851	Bastón Pesado
ITEM_20150317_000852	Bastón Ju Pesado
ITEM_20150317_000853	Bastón Uboko Pesado
ITEM_20150317_000854	Bastón Ju de Dunkel
ITEM_20150317_000855	Bastón Demoniaco de Dunkel
ITEM_20150317_000856	Bastón de Madera de Dunkel
ITEM_20150317_000857	Bastón de Roble de Dunkel
ITEM_20150317_000858	Bastón de Dunkel
ITEM_20150317_000859	Bastón Uboko de Dunkel
ITEM_20150317_000860	Bastón de Acero
ITEM_20150317_000861	Bastón Pesado de Acero
ITEM_20150317_000862	Bastón Cuadrado
ITEM_20150317_000863	Bastón Cuadrado Pesado
ITEM_20150317_000864	Bastón de Mago
ITEM_20150317_000865	Bastón de Archimago
ITEM_20150317_000866	Bastón de Archi Demonio
ITEM_20150317_000867	Bastón Melinas
ITEM_20150317_000868	Un resultado de la investigación rudimentaria para tratar de aumentar la calidad de los bastones mediante la combinación de varios elementos.
ITEM_20150317_000869	Bastón Magi
ITEM_20150317_000870	La magia envuelve este bastón con un aura congeladora.
ITEM_20150317_000871	Bastón Ludas
ITEM_20150317_000872	Creado a través de un método de elaboración equilibrada de manera que hay realizarlo constantemente, utilizando cualquier tipo de magia.
ITEM_20150317_000873	Bastón Saltas
ITEM_20150317_000874	El Maestre Piromante de una generación anterior investigó una forma de mejorar los rasgos elementales de las armas a través de la alquimia. No se sabe si su investigación ayudó a reducir la carga sobre la diosa Gabija, como inicialmente quería, no está claro.
ITEM_20150317_000875	Bastón Químico
ITEM_20150317_000876	El Maestre Criomante dijo que creó esta receta basandose en un conocimiento antiguo que descubrió en un lugar secreto en la meseta.
ITEM_20150317_000877	Bastón Karsto
ITEM_20150317_000878	Según un rumor, el Maestre Cronomante estaba decepcionado después de examinar la receta de esta arma una vez que quedó a disposición del público.
ITEM_20150317_000879	Bastón Expecta
ITEM_20150317_000880	A pesar de todos los intentos por parte del comprador o el artesano para ocultar su producción, el Maestre Piromante puede sentir cuando se hace a mano esta vara.
ITEM_20150317_000881	Bastón Imperni
ITEM_20150317_000882	Esta es una prueba de que incluso los ingredientes ordinarios pueden dar lugar a un buen equipo, si se utiliza adecuadamente.
ITEM_20150317_000883	Bastón Welsh
ITEM_20150317_000884	Aunque los miembros del mercado negro son competentes creadores de armas, este bastón es un éxito bastante reciente en la elaboración de una nueva arma a partir de el Imperni.
ITEM_20150317_000885	Bastón de Madera Magica
ITEM_20150317_000886	Hay magos que prefieren una gran resistencia mágica en lugar de poder mágico.
ITEM_20150317_000887	Bastón de Herrero
ITEM_20150317_000888	Esta arma muestra que hay muchas maneras de imbuir de magia en un arma.
ITEM_20150317_000889	Bastón Klavis
ITEM_20150317_000890	Nadie se ha hecho famoso usando esta arma todavia. Podrias ser el primero.
ITEM_20150317_000891	Bastón Dio
ITEM_20150317_000892	Bastón Thresh
ITEM_20150317_000893	Bastón Sestas
ITEM_20150317_000894	Bastón Dratt
ITEM_20150317_000895	Bastón Aston
ITEM_20150317_000896	Bastón Devi
ITEM_20150317_000897	Bastón Prima
ITEM_20150317_000898	Bastón Vela
ITEM_20150317_000899	El fuego en la punta puede salir, pero no lo hará si te quedas sin combustible.
ITEM_20150317_000900	Audra
ITEM_20150317_000901	Algunos dicen que la Maestre Criomante desafió en broma el Maestre Piromante para luchar contra él con este bastón usando magia de hielo mientras este tenia las manos desnudas.
ITEM_20150317_000902	Girasol
ITEM_20150317_000903	En la receta de esta arma, las instrucciones están escritas sobre cómo solicitar la ayuda del Diosas Saule y Gabija durante el proceso de creación.
ITEM_20150317_000904	Maledic
ITEM_20150317_000905	Las leyendas dicen que el Maledic original todavía está en la dimensión demoníaca, y que las imitaciones que se ven en este mundo solamente son ilusiones proyectadas.
ITEM_20150317_000906	Maledoom
ITEM_20150317_000907	Un grupo de magos tuvo éxito en la elaboración de los poderosos Maledoom mientras estaban desarrollando un proceso de elaboración para el Maledic.
ITEM_20150317_000908	Bastón Chapparición
ITEM_20150317_000909	Bastón Arca
ITEM_20150317_000910	Según un cuento, Agailla Flurry usaba este tipo de bastón cuando estaba construyendo la Torre de Magos.
ITEM_20150317_000911	Cuerno de Raganos
ITEM_20150317_000912	Hauberk, Un señor de los demonios sellado hace años, revelo los secretos del reino de los demonios. Agailla Flurry creo esta receta para revelar esa información.
ITEM_20150317_000913	Guantes Ligeros
ITEM_20150317_000914	Guantes
ITEM_20150317_000915	Este objeto quizas salve tu vida.
ITEM_20150317_000916	Botas Ligeras
ITEM_20150317_000917	Botas
ITEM_20150317_000918	Un par de zapatos que pueden ser usados en una variedad de áreas y terrenos en todo el reino. No usar zapatos es muy peligroso.
ITEM_20150317_000919	Pantalones Ligeros
ITEM_20150317_000920	Pantalón
ITEM_20150317_000921	No hay aventurero que viaje sin ellos.
ITEM_20150317_000922	Armadura Ligera
ITEM_20150317_000923	Pecho [Cuero]
ITEM_20150317_000924	No importa de qué tipo de piel que está hecho o hace cuanto tiempo. Protege al portador.
ITEM_20150317_000925	Guantes Acolchados
ITEM_20150317_000926	A pesar de que está hecho de un material más ligero, ofrece defensas similares a los productos de cuero a un precio bajo. También tiene la ventaja de ser más ligero. 
ITEM_20150317_000927	Botas Acolchadas
ITEM_20150317_000928	Llevarlas puestas hace que tus pies se sientan ligeros.
ITEM_20150317_000929	Pantalon Acolchado
ITEM_20150317_000930	Busca otra cosa que ponerte en las tierras altas. Hace frio.
ITEM_20150317_000931	Armadura Acolchada
ITEM_20150317_000932	Es más resistente de lo que parece.
ITEM_20150317_000933	Guantes de Cuero
ITEM_20150317_000934	Un rumor dice que los suministros de cuero se han incrementado desde el Gran Cataclismo Silvano.
ITEM_20150317_000935	Botas de Cuero
ITEM_20150317_000936	Asegúrate de obtener un par de estos si va a entrar en el Bosque de Espinas.
ITEM_20150317_000937	Pantalon de Cuero
ITEM_20150317_000938	Aunque pesado, estos proporcionan estabilidad a la parte inferior del cuerpo.
ITEM_20150317_000939	Armadura de Cuero
ITEM_20150317_000940	Fácil de decorar o imbuir con magias elementales.
ITEM_20150317_000941	Guantes de Cuero Endurecido
ITEM_20150317_000942	Necesitas ingredientes de monstruos, si quieres hacer un cuero más resistente para tu equipo.
ITEM_20150317_000943	Botas de Cuero Endurecido
ITEM_20150317_000944	La rigidez de estas botas pueden dañar los pies del portador.
ITEM_20150317_000945	Pantalon de Cuero Endurecido
ITEM_20150317_000946	Dan un apoyo firme a tu cuerpo.
ITEM_20150317_000947	Armadura de Cuero Endurecido
ITEM_20150317_000948	Nunca pierdas tu tenacidad gracias a los ingredientes utilizados en esta armadura.
ITEM_20150317_000949	Guantes de Malla
ITEM_20150317_000950	Lo bueno de un material base más fuerte es que ofrece una gran cantidad de espacio para mejorar.
ITEM_20150317_000951	Botas de Malla
ITEM_20150317_000952	Cuenta con una ventilación deficiente a pesar de lo que parece.
ITEM_20150317_000953	Pantalon de Malla
ITEM_20150317_000954	No hay necesidad de tirarlos sólo porque uno de los anillos intermedios están desaparecidos.
ITEM_20150317_000955	Cota de Malla
ITEM_20150317_000956	Pecho [Placas] 
ITEM_20150317_000957	Lo creas o no, el artesano afirma que este equipo ofrece una protección a la par con una armadura de placas. 
ITEM_20150317_000958	Guantes de Marca
ITEM_20150317_000959	Tiene aún más sobrecarga para la mejora de Guantes de anillas debido a sus mejores materiales. 
ITEM_20150317_000960	Botas de Marca
ITEM_20150317_000961	La gente dice que es bastante cómodo debido a la forma en que las anillas están estructuradas.
ITEM_20150317_000962	Pantalones de Marca
ITEM_20150317_000963	Si desea reducir al mínimo las lesiones durante la batalla, debe ser capaz de cargar al menos esta cantidad de peso en la armadura. 
ITEM_20150317_000964	Túnica de Marca
ITEM_20150317_000965	Ofrece la protección y durabilidad de una armadura de placas. 
ITEM_20150317_000966	Guantes de cuero del Bosque
ITEM_20150317_000967	Desde el Gran Cataclismo Silvano, muchos ingredientes de monstruos se utilizaron para la crear armaduras; Este es una de ellas. 
ITEM_20150317_000968	Botas de cuero del Bosque
ITEM_20150317_000969	Ha habido cierto éxito en la extracción de las propiedades mágicas de los monstruos planta y su aplicación a la armadura. 
ITEM_20150317_000970	Pantalones de cuero del Bosque
ITEM_20150317_000971	Los monstruos plantas ofrecen materiales similares al cuero tanto como los monstruos animales - esto es un ejemplo de su aplicación práctica. 
ITEM_20150317_000972	Armadura de cuero del Bosque
ITEM_20150317_000973	Es más ligero que otras botas pero con una capacidad defensiva similar. 
ITEM_20150317_000974	Pantalones Grima
ITEM_20150317_000975	No se siente mal para un par de pantalones hechos de materiales de madera, no fibrosos. 
ITEM_20150317_000976	Túnica Grima
ITEM_20150317_000977	Pecho [Tela] 
ITEM_20150317_000978	Si esperaba una defensa similar a una camisa de tela, te sorprenderá que su defensa es como la del cuero.
ITEM_20150317_000979	Guantes Veris
ITEM_20150317_000980	Si no tienes una aversión a los insectos, esta es una buena pieza de armadura, no sólo para protegerse a sí mismo, sino también para sostener un arma.
ITEM_20150317_000981	Botas Veris
ITEM_20150317_000982	Las botas de un espadachín deben ser al menos tan resistente como éstas. Esto no es sólo para protegerte de tus enemigos, sino también para protegerse de ti mismo dejando caer tu propia arma en tus pies.
ITEM_20150317_000983	Pantalones Veris
ITEM_20150317_000984	Algunos guerreros creen que los materiales utilizados para crear este objeto atraerán a sus parientes vengativos.
ITEM_20150317_000985	Túnica Veris
ITEM_20150317_000986	Este equipo ofrece una protección superior a la armadura de placas, fortalecido con las conchas de un monstruo insectoide.
ITEM_20150317_000987	Guantes de Escamas
ITEM_20150317_000988	Se cree que proporciona gran camuflaje y tienen propiedades ágiles y evasivas.
ITEM_20150317_000989	Botas de Escamas
ITEM_20150317_000990	Muchos optan por estas botas por su evasión de la magia en lugar de su defensa. 
ITEM_20150317_000991	Pantalones de Escamas
ITEM_20150317_000992	Uno de los beneficios del Gran Cataclismo Silvano es que los artesanos han encontrado una manera de reutilizar los restos de monstruos para hacer las armaduras más fuertes.
ITEM_20150317_000993	Malla de Escamas
ITEM_20150317_000994	Algunos ingredientes de monstruos se pueden convertir en diferentes materiales al ser tratados con calor. Las cómodas Botas Veris usan tales métodos.
ITEM_20150317_000995	Pantalones del Bosque
ITEM_20150317_000996	Por favor, busca pinchos antes de usarlos por primera vez.
ITEM_20150317_000997	Túnica del Bosque
ITEM_20150317_000998	Sorprendentemente, este manto ligero es más fuerte que cualquier otro cuero de animal sin procesar.
ITEM_20150317_000999	Guanteletes Klaida
ITEM_20150317_001000	A los espadachines les gusta usar esto en batallas reales. 
ITEM_20150317_001001	Grebas Klaida
ITEM_20150317_001002	Botas tradicionales de Escamas reforzada por la adición de piedras en el proceso de la elaboración. 
ITEM_20150317_001003	Falda Klaida
ITEM_20150317_001004	Anteriormente este nombre le fue dado por su forma final, no por sus materiales. Esto cambió hace poco, al igual que lo hizo para los Pantalones de Escamas. 
ITEM_20150317_001005	Malla Klaida
ITEM_20150317_001006	Debido a los méritos en su apariencia y los materiales utilizados en su elaboración, la mayoría de los espadachines probablemente llevarán esta armadura al menos una vez en su vida.
ITEM_20150317_001007	Guantes Resistentes Veris
ITEM_20150317_001008	Equipo elaborado a partir de ingredientes de monstruos, se dice que es más resistente, aunque no hay ninguna evidencia que apoye esta afirmación. 
ITEM_20150317_001009	Botas Resistentes Veris
ITEM_20150317_001010	Algunos Gribas puede percibir el olor de su especie en estas botas.
ITEM_20150317_001011	Pantalones Resistentes Veris
ITEM_20150317_001012	Desde el Gran Cataclismo Silvano, muchos equipos elaborado a partir de materiales nuevos, como estos pantalones, están reemplazando a los tradicionales. 
ITEM_20150317_001013	Túnica Resistente Veris
ITEM_20150317_001014	Una teoría sugiere que los Vubbes encontraron esta receta antes que los seres humanos. Muy ligero, pero también muy resistente. 
ITEM_20150317_001015	Guantes de Escamas Pesados
ITEM_20150317_001016	Un favorito de los espadachines gracias a su gran defensa. 
ITEM_20150317_001017	Botas de Escamas Pesadas
ITEM_20150317_001018	Aunque pueda enredar a tus pies a veces, la defensa que ofrece vale la pena. 
ITEM_20150317_001019	Pantalones de Escamas Pesados
ITEM_20150317_001020	Hasta hace pocos años, sólo los ricos espadachines podian usar esta prestigiosa armadura.
ITEM_20150317_001021	Malla de Escamas Pesada
ITEM_20150317_001022	Una buena armadura que ofrece una sólida defensa y, ocasionalmente, desvía los ataques enemigos. 
ITEM_20150317_001023	Pantalones Regal
ITEM_20150317_001024	A pesar de que rara vez ocurre, estos pantalones pueden petrificar al portador. 
ITEM_20150317_001025	Túnica Regal
ITEM_20150317_001026	Tiene una defensa muy inferior a la media, pero muchos lo usan por su evasión a la magia.
ITEM_20150317_001027	Pantalones de Harapos
ITEM_20150317_001028	El aumento de la vitalidad que dan estos pantalones se siente como si fuera imaginario, pero en realidad es totalmente real.
ITEM_20150317_001029	Armadura de Harapos
ITEM_20150317_001030	No te los quites durante la batalla. Tu vida no está solo en tu cuerpo.
ITEM_20150317_001031	Guantes de Minero
ITEM_20150317_001032	Botas de Minero
ITEM_20150317_001033	Pantalones de Minero
ITEM_20150317_001034	Armadura de Minero
ITEM_20150317_001035	Guantes de Cuero Resistente Vulgar
ITEM_20150317_001036	Botas de Cuero Resistente Vulgar
ITEM_20150317_001037	Pantalones de Cuero Resistente Vulgar
ITEM_20150317_001038	Armadura de Cuero Resistente Vulgar
ITEM_20150317_001039	Guantes de Malla Vulgar
ITEM_20150317_001040	Botas de Malla Vulgar
ITEM_20150317_001041	Pantalones de Malla Vulgar
ITEM_20150317_001042	Cota de Malla Vulgar
ITEM_20150317_001043	Guantes de Acero Vulgar
ITEM_20150317_001044	Botas de Acero Vulgar
ITEM_20150317_001045	Pantalones de Acero Vulgar
ITEM_20150317_001046	Cota de Acero Vulgar
ITEM_20150317_001047	Guantes Brigandine
ITEM_20150317_001048	frecuentemente utilizado por aquellos que quieren maniobrabilidad ágil y precisa.
ITEM_20150317_001049	Botas Brigandine
ITEM_20150317_001050	Una vez que puestos, se puede decir que son mucho más comdoos de lo que parecen. 
ITEM_20150317_001051	Pantalones Brigandine
ITEM_20150317_001052	Fácil de mejorar y si se sabe cómo, se puede utilizar de muchas maneras. 
ITEM_20150317_001053	Armadura Brigandine
ITEM_20150317_001054	La defensa de la alta Minivern se convierte en un gran regalo para los artesanos tras su muerte, como esta armadura. 
ITEM_20150317_001055	Guanteletes de Placas
ITEM_20150317_001056	Es el mejor equipo de los fabricados con métodos tradicionales de elaboración. 
ITEM_20150317_001057	Grebas de Placas
ITEM_20150317_001058	With the recent discovery of a method to fuse bone and metal together, the quality of ordinary Plate Greaves have improved. 
ITEM_20150317_001059	Pantalones de Placas
ITEM_20150317_001060	Con el reciente descubrimiento de un método para fusionar el hueso y metal en conjunto, la calidad de las Grebas de placas ordinarias han mejorado. 
ITEM_20150317_001061	Armadura de Placas
ITEM_20150317_001062	Armadura estándar dada a la guardia real antes de el Gran Cataclismo Silvano. 
ITEM_20150317_001063	Pantalones Acolchados Pesados
ITEM_20150317_001064	Armadura Acolchada Pesada
ITEM_20150317_001065	Pantalones Vubbe
ITEM_20150317_001066	Armadura Vubbe
ITEM_20150317_001067	Pantalones Panto
ITEM_20150317_001068	Armadura Panto
ITEM_20150317_001069	Guantes de Acolito
ITEM_20150317_001070	Aunque no es tan robusto como una armadura, son ligeros y cómodos.
ITEM_20150317_001071	Botas de Acolito
ITEM_20150317_001072	Pantalones de Acolito
ITEM_20150317_001073	Túnica de Acolito
ITEM_20150317_001074	Guantes de Malla de Acero
ITEM_20150317_001075	Botas de Malla de Acero
ITEM_20150317_001076	Pantalones de Malla de Acero
ITEM_20150317_001077	Cota de Malla de Acero
ITEM_20150317_001078	Armadura de Cuero Mejorada
ITEM_20150317_001079	Guantes Acolchados de Dunkel
ITEM_20150317_001080	Botas Acolchadas de Dunkel
ITEM_20150317_001081	Pantalones Acolchados de Dunkel
ITEM_20150317_001082	Armadura Acolchada Misteriosa
ITEM_20150317_001083	Guantes de Algodón de Dunkel 
ITEM_20150317_001084	Desgastado y disfrutado por los lanzadores de conjuros.
ITEM_20150317_001085	Botas de Algodón de Dunkel
ITEM_20150317_001086	Pantalones de Algodón de Dunkel
ITEM_20150317_001087	Se cree que proporcionan una defensa mágica excepcional. 
ITEM_20150317_001088	Túnica de Algodón Misteriosa
ITEM_20150317_001089	Las personas siguen optando por este traje por su defensa mágica. 
ITEM_20150317_001090	Guantes de Cuero Resistente de Dunkel
